path,phrase
dataset\SigNN Character Database\S\S_168.jpg,S
dataset\SigNN Character Database\S\S_711.jpg,S
dataset\SigNN Character Database\S\S_955.jpg,S
dataset\SigNN Character Database\S\S_1059.jpg,S
dataset\SigNN Character Database\S\S_259.jpg,S
dataset\SigNN Character Database\S\S_870.jpg,S
dataset\SigNN Character Database\S\S_85.jpg,S
dataset\SigNN Character Database\S\S_362.jpg,S
dataset\SigNN Character Database\S\S_223.jpg,S
dataset\SigNN Character Database\S\S_23.jpg,S
dataset\SigNN Character Database\S\S_1109.jpg,S
dataset\SigNN Character Database\S\S_1248.jpg,S
dataset\SigNN Character Database\S\S_708.jpg,S
dataset\SigNN Character Database\S\S_1250.jpg,S
dataset\SigNN Character Database\S\S_1137.jpg,S
dataset\SigNN Character Database\S\S_874.jpg,S
dataset\SigNN Character Database\S\182.jpg,S
dataset\SigNN Character Database\S\S_1355.jpg,S
dataset\SigNN Character Database\S\S_1375.jpg,S
dataset\SigNN Character Database\S\S_857.jpg,S
dataset\SigNN Character Database\S\S_1220.jpg,S
dataset\SigNN Character Database\S\S_208.jpg,S
dataset\SigNN Character Database\S\S_271.jpg,S
dataset\SigNN Character Database\S\S_951.jpg,S
dataset\SigNN Character Database\S\S_240.jpg,S
dataset\SigNN Character Database\S\S_68.jpg,S
dataset\SigNN Character Database\S\S_314.jpg,S
dataset\SigNN Character Database\S\185.jpg,S
dataset\SigNN Character Database\S\S_190.jpg,S
dataset\SigNN Character Database\S\S_211.jpg,S
dataset\SigNN Character Database\S\S_970.jpg,S
dataset\SigNN Character Database\S\296.jpg,S
dataset\SigNN Character Database\S\267.jpg,S
dataset\SigNN Character Database\S\S_106.jpg,S
dataset\SigNN Character Database\S\S_130.jpg,S
dataset\SigNN Character Database\S\S_682.jpg,S
dataset\SigNN Character Database\S\64.jpg,S
dataset\SigNN Character Database\S\S_467.jpg,S
dataset\SigNN Character Database\S\S_712.jpg,S
dataset\SigNN Character Database\S\S_990.jpg,S
dataset\SigNN Character Database\S\S_763.jpg,S
dataset\SigNN Character Database\S\S_889.jpg,S
dataset\SigNN Character Database\S\S_1194.jpg,S
dataset\SigNN Character Database\S\S_892.jpg,S
dataset\SigNN Character Database\S\S_250.jpg,S
dataset\SigNN Character Database\S\145.jpg,S
dataset\SigNN Character Database\S\6.jpg,S
dataset\SigNN Character Database\S\S_1046.jpg,S
dataset\SigNN Character Database\S\S_808.jpg,S
dataset\SigNN Character Database\S\S_33.jpg,S
dataset\SigNN Character Database\S\S_503.jpg,S
dataset\SigNN Character Database\S\S_571.jpg,S
dataset\SigNN Character Database\S\S_648.jpg,S
dataset\SigNN Character Database\S\S_983.jpg,S
dataset\SigNN Character Database\S\S_434.jpg,S
dataset\SigNN Character Database\S\S_176.jpg,S
dataset\SigNN Character Database\S\S_984.jpg,S
dataset\SigNN Character Database\S\S_1076.jpg,S
dataset\SigNN Character Database\S\S_70.jpg,S
dataset\SigNN Character Database\S\S_863.jpg,S
dataset\SigNN Character Database\S\S_903.jpg,S
dataset\SigNN Character Database\S\126.jpg,S
dataset\SigNN Character Database\S\S_540.jpg,S
dataset\SigNN Character Database\S\S_499.jpg,S
dataset\SigNN Character Database\S\81.jpg,S
dataset\SigNN Character Database\S\S_724.jpg,S
dataset\SigNN Character Database\S\S_876.jpg,S
dataset\SigNN Character Database\S\S_922.jpg,S
dataset\SigNN Character Database\S\S_71.jpg,S
dataset\SigNN Character Database\S\S_1289.jpg,S
dataset\SigNN Character Database\S\S_639.jpg,S
dataset\SigNN Character Database\S\S_144.jpg,S
dataset\SigNN Character Database\S\S_212.jpg,S
dataset\SigNN Character Database\S\S_1113.jpg,S
dataset\SigNN Character Database\S\S_1343.jpg,S
dataset\SigNN Character Database\S\S_554.jpg,S
dataset\SigNN Character Database\S\S_575.jpg,S
dataset\SigNN Character Database\S\63.jpg,S
dataset\SigNN Character Database\S\S_1287.jpg,S
dataset\SigNN Character Database\S\133.jpg,S
dataset\SigNN Character Database\S\S_497.jpg,S
dataset\SigNN Character Database\S\S_1166.jpg,S
dataset\SigNN Character Database\S\S_484.jpg,S
dataset\SigNN Character Database\S\S_446.jpg,S
dataset\SigNN Character Database\S\S_645.jpg,S
dataset\SigNN Character Database\S\S_1300.jpg,S
dataset\SigNN Character Database\S\S_498.jpg,S
dataset\SigNN Character Database\S\S_482.jpg,S
dataset\SigNN Character Database\S\S_535.jpg,S
dataset\SigNN Character Database\S\S_167.jpg,S
dataset\SigNN Character Database\S\S_939.jpg,S
dataset\SigNN Character Database\S\35.jpg,S
dataset\SigNN Character Database\S\124.jpg,S
dataset\SigNN Character Database\S\S_906.jpg,S
dataset\SigNN Character Database\S\S_1480.jpg,S
dataset\SigNN Character Database\S\S_205.jpg,S
dataset\SigNN Character Database\S\S_1429.jpg,S
dataset\SigNN Character Database\S\S_1160.jpg,S
dataset\SigNN Character Database\S\S_958.jpg,S
dataset\SigNN Character Database\S\S_132.jpg,S
dataset\SigNN Character Database\S\S_146.jpg,S
dataset\SigNN Character Database\S\S_675.jpg,S
dataset\SigNN Character Database\S\S_526.jpg,S
dataset\SigNN Character Database\S\S_1001.jpg,S
dataset\SigNN Character Database\S\S_887.jpg,S
dataset\SigNN Character Database\S\S_463.jpg,S
dataset\SigNN Character Database\S\208.jpg,S
dataset\SigNN Character Database\S\S_83.jpg,S
dataset\SigNN Character Database\S\S_8.jpg,S
dataset\SigNN Character Database\S\S_493.jpg,S
dataset\SigNN Character Database\S\53.jpg,S
dataset\SigNN Character Database\S\261.jpg,S
dataset\SigNN Character Database\S\S_342.jpg,S
dataset\SigNN Character Database\S\S_140.jpg,S
dataset\SigNN Character Database\S\S_361.jpg,S
dataset\SigNN Character Database\S\S_1354.jpg,S
dataset\SigNN Character Database\S\S_1412.jpg,S
dataset\SigNN Character Database\S\130.jpg,S
dataset\SigNN Character Database\S\S_18.jpg,S
dataset\SigNN Character Database\S\S_1162.jpg,S
dataset\SigNN Character Database\S\S_952.jpg,S
dataset\SigNN Character Database\S\S_844.jpg,S
dataset\SigNN Character Database\S\S_1199.jpg,S
dataset\SigNN Character Database\S\S_273.jpg,S
dataset\SigNN Character Database\S\S_917.jpg,S
dataset\SigNN Character Database\S\S_579.jpg,S
dataset\SigNN Character Database\S\36.jpg,S
dataset\SigNN Character Database\S\S_30.jpg,S
dataset\SigNN Character Database\S\S_440.jpg,S
dataset\SigNN Character Database\S\S_909.jpg,S
dataset\SigNN Character Database\S\S_770.jpg,S
dataset\SigNN Character Database\S\S_943.jpg,S
dataset\SigNN Character Database\S\105.jpg,S
dataset\SigNN Character Database\S\S_802.jpg,S
dataset\SigNN Character Database\S\S_1086.jpg,S
dataset\SigNN Character Database\S\31.jpg,S
dataset\SigNN Character Database\S\S_741.jpg,S
dataset\SigNN Character Database\S\S_364.jpg,S
dataset\SigNN Character Database\S\S_1488.jpg,S
dataset\SigNN Character Database\S\200.jpg,S
dataset\SigNN Character Database\S\S_1094.jpg,S
dataset\SigNN Character Database\S\S_63.jpg,S
dataset\SigNN Character Database\S\213.jpg,S
dataset\SigNN Character Database\S\S_1182.jpg,S
dataset\SigNN Character Database\S\311.jpg,S
dataset\SigNN Character Database\S\S_386.jpg,S
dataset\SigNN Character Database\S\S_148.jpg,S
dataset\SigNN Character Database\S\S_620.jpg,S
dataset\SigNN Character Database\S\S_278.jpg,S
dataset\SigNN Character Database\S\S_869.jpg,S
dataset\SigNN Character Database\S\S_1469.jpg,S
dataset\SigNN Character Database\S\S_798.jpg,S
dataset\SigNN Character Database\S\S_52.jpg,S
dataset\SigNN Character Database\S\S_12.jpg,S
dataset\SigNN Character Database\S\S_1403.jpg,S
dataset\SigNN Character Database\S\S_1478.jpg,S
dataset\SigNN Character Database\S\S_359.jpg,S
dataset\SigNN Character Database\S\S_849.jpg,S
dataset\SigNN Character Database\S\S_466.jpg,S
dataset\SigNN Character Database\S\S_1425.jpg,S
dataset\SigNN Character Database\S\S_967.jpg,S
dataset\SigNN Character Database\S\S_1399.jpg,S
dataset\SigNN Character Database\S\S_516.jpg,S
dataset\SigNN Character Database\S\S_530.jpg,S
dataset\SigNN Character Database\S\264.jpg,S
dataset\SigNN Character Database\S\S_408.jpg,S
dataset\SigNN Character Database\S\S_1437.jpg,S
dataset\SigNN Character Database\S\S_613.jpg,S
dataset\SigNN Character Database\S\S_1165.jpg,S
dataset\SigNN Character Database\S\S_9.jpg,S
dataset\SigNN Character Database\S\S_34.jpg,S
dataset\SigNN Character Database\S\S_360.jpg,S
dataset\SigNN Character Database\S\S_678.jpg,S
dataset\SigNN Character Database\S\S_1178.jpg,S
dataset\SigNN Character Database\S\S_630.jpg,S
dataset\SigNN Character Database\S\S_152.jpg,S
dataset\SigNN Character Database\S\S_1278.jpg,S
dataset\SigNN Character Database\S\S_1025.jpg,S
dataset\SigNN Character Database\S\S_783.jpg,S
dataset\SigNN Character Database\S\S_452.jpg,S
dataset\SigNN Character Database\S\S_1266.jpg,S
dataset\SigNN Character Database\S\S_748.jpg,S
dataset\SigNN Character Database\S\S_391.jpg,S
dataset\SigNN Character Database\S\S_643.jpg,S
dataset\SigNN Character Database\S\S_280.jpg,S
dataset\SigNN Character Database\S\S_318.jpg,S
dataset\SigNN Character Database\S\S_517.jpg,S
dataset\SigNN Character Database\S\S_593.jpg,S
dataset\SigNN Character Database\S\S_787.jpg,S
dataset\SigNN Character Database\S\S_1000.jpg,S
dataset\SigNN Character Database\S\S_26.jpg,S
dataset\SigNN Character Database\S\S_523.jpg,S
dataset\SigNN Character Database\S\S_295.jpg,S
dataset\SigNN Character Database\S\S_606.jpg,S
dataset\SigNN Character Database\S\S_1370.jpg,S
dataset\SigNN Character Database\S\S_1153.jpg,S
dataset\SigNN Character Database\S\S_1376.jpg,S
dataset\SigNN Character Database\S\S_664.jpg,S
dataset\SigNN Character Database\S\S_1292.jpg,S
dataset\SigNN Character Database\S\S_854.jpg,S
dataset\SigNN Character Database\S\S_210.jpg,S
dataset\SigNN Character Database\S\S_333.jpg,S
dataset\SigNN Character Database\S\S_172.jpg,S
dataset\SigNN Character Database\S\S_803.jpg,S
dataset\SigNN Character Database\S\S_649.jpg,S
dataset\SigNN Character Database\S\S_1190.jpg,S
dataset\SigNN Character Database\S\S_563.jpg,S
dataset\SigNN Character Database\S\245.jpg,S
dataset\SigNN Character Database\S\S_1253.jpg,S
dataset\SigNN Character Database\S\S_652.jpg,S
dataset\SigNN Character Database\S\S_384.jpg,S
dataset\SigNN Character Database\S\S_1414.jpg,S
dataset\SigNN Character Database\S\S_353.jpg,S
dataset\SigNN Character Database\S\S_555.jpg,S
dataset\SigNN Character Database\S\164.jpg,S
dataset\SigNN Character Database\S\S_732.jpg,S
dataset\SigNN Character Database\S\S_899.jpg,S
dataset\SigNN Character Database\S\86.jpg,S
dataset\SigNN Character Database\S\S_1029.jpg,S
dataset\SigNN Character Database\S\S_228.jpg,S
dataset\SigNN Character Database\S\S_1198.jpg,S
dataset\SigNN Character Database\S\123.jpg,S
dataset\SigNN Character Database\S\S_935.jpg,S
dataset\SigNN Character Database\S\S_674.jpg,S
dataset\SigNN Character Database\S\S_564.jpg,S
dataset\SigNN Character Database\S\S_485.jpg,S
dataset\SigNN Character Database\S\S_766.jpg,S
dataset\SigNN Character Database\S\S_1238.jpg,S
dataset\SigNN Character Database\S\S_1386.jpg,S
dataset\SigNN Character Database\S\S_764.jpg,S
dataset\SigNN Character Database\S\S_416.jpg,S
dataset\SigNN Character Database\S\S_896.jpg,S
dataset\SigNN Character Database\S\132.jpg,S
dataset\SigNN Character Database\S\S_1156.jpg,S
dataset\SigNN Character Database\S\S_1139.jpg,S
dataset\SigNN Character Database\S\S_1435.jpg,S
dataset\SigNN Character Database\S\S_999.jpg,S
dataset\SigNN Character Database\S\S_1388.jpg,S
dataset\SigNN Character Database\S\S_69.jpg,S
dataset\SigNN Character Database\S\S_57.jpg,S
dataset\SigNN Character Database\S\S_568.jpg,S
dataset\SigNN Character Database\S\S_28.jpg,S
dataset\SigNN Character Database\S\S_1350.jpg,S
dataset\SigNN Character Database\S\S_663.jpg,S
dataset\SigNN Character Database\S\S_136.jpg,S
dataset\SigNN Character Database\S\S_66.jpg,S
dataset\SigNN Character Database\S\S_1297.jpg,S
dataset\SigNN Character Database\S\S_1022.jpg,S
dataset\SigNN Character Database\S\S_1085.jpg,S
dataset\SigNN Character Database\S\S_1311.jpg,S
dataset\SigNN Character Database\S\S_1313.jpg,S
dataset\SigNN Character Database\S\S_422.jpg,S
dataset\SigNN Character Database\S\S_607.jpg,S
dataset\SigNN Character Database\S\S_1445.jpg,S
dataset\SigNN Character Database\S\275.jpg,S
dataset\SigNN Character Database\S\S_1492.jpg,S
dataset\SigNN Character Database\S\S_1234.jpg,S
dataset\SigNN Character Database\S\S_1357.jpg,S
dataset\SigNN Character Database\S\S_669.jpg,S
dataset\SigNN Character Database\S\S_137.jpg,S
dataset\SigNN Character Database\S\92.jpg,S
dataset\SigNN Character Database\S\S_97.jpg,S
dataset\SigNN Character Database\S\S_1167.jpg,S
dataset\SigNN Character Database\S\S_358.jpg,S
dataset\SigNN Character Database\S\S_1007.jpg,S
dataset\SigNN Character Database\S\S_426.jpg,S
dataset\SigNN Character Database\S\150.jpg,S
dataset\SigNN Character Database\S\S_479.jpg,S
dataset\SigNN Character Database\S\119.jpg,S
dataset\SigNN Character Database\S\S_1110.jpg,S
dataset\SigNN Character Database\S\S_1465.jpg,S
dataset\SigNN Character Database\S\S_957.jpg,S
dataset\SigNN Character Database\S\S_445.jpg,S
dataset\SigNN Character Database\S\S_239.jpg,S
dataset\SigNN Character Database\S\S_213.jpg,S
dataset\SigNN Character Database\S\S_1340.jpg,S
dataset\SigNN Character Database\S\S_845.jpg,S
dataset\SigNN Character Database\S\S_594.jpg,S
dataset\SigNN Character Database\S\S_238.jpg,S
dataset\SigNN Character Database\S\S_905.jpg,S
dataset\SigNN Character Database\S\S_183.jpg,S
dataset\SigNN Character Database\S\S_1112.jpg,S
dataset\SigNN Character Database\S\S_1269.jpg,S
dataset\SigNN Character Database\S\S_1144.jpg,S
dataset\SigNN Character Database\S\S_861.jpg,S
dataset\SigNN Character Database\S\S_175.jpg,S
dataset\SigNN Character Database\S\S_1428.jpg,S
dataset\SigNN Character Database\S\S_1170.jpg,S
dataset\SigNN Character Database\S\S_1097.jpg,S
dataset\SigNN Character Database\S\S_881.jpg,S
dataset\SigNN Character Database\S\S_653.jpg,S
dataset\SigNN Character Database\S\S_583.jpg,S
dataset\SigNN Character Database\S\S_1075.jpg,S
dataset\SigNN Character Database\S\S_1054.jpg,S
dataset\SigNN Character Database\S\S_40.jpg,S
dataset\SigNN Character Database\S\S_1027.jpg,S
dataset\SigNN Character Database\S\S_6.jpg,S
dataset\SigNN Character Database\S\S_1498.jpg,S
dataset\SigNN Character Database\S\279.jpg,S
dataset\SigNN Character Database\S\S_192.jpg,S
dataset\SigNN Character Database\S\S_281.jpg,S
dataset\SigNN Character Database\S\S_628.jpg,S
dataset\SigNN Character Database\S\166.jpg,S
dataset\SigNN Character Database\S\S_285.jpg,S
dataset\SigNN Character Database\S\S_191.jpg,S
dataset\SigNN Character Database\S\S_379.jpg,S
dataset\SigNN Character Database\S\S_947.jpg,S
dataset\SigNN Character Database\S\S_421.jpg,S
dataset\SigNN Character Database\S\S_525.jpg,S
dataset\SigNN Character Database\S\S_279.jpg,S
dataset\SigNN Character Database\S\S_424.jpg,S
dataset\SigNN Character Database\S\156.jpg,S
dataset\SigNN Character Database\S\S_1416.jpg,S
dataset\SigNN Character Database\S\S_1495.jpg,S
dataset\SigNN Character Database\S\S_1206.jpg,S
dataset\SigNN Character Database\S\S_1452.jpg,S
dataset\SigNN Character Database\S\S_438.jpg,S
dataset\SigNN Character Database\S\S_799.jpg,S
dataset\SigNN Character Database\S\S_832.jpg,S
dataset\SigNN Character Database\S\S_819.jpg,S
dataset\SigNN Character Database\S\163.jpg,S
dataset\SigNN Character Database\S\S_602.jpg,S
dataset\SigNN Character Database\S\S_326.jpg,S
dataset\SigNN Character Database\S\S_470.jpg,S
dataset\SigNN Character Database\S\S_1378.jpg,S
dataset\SigNN Character Database\S\S_1446.jpg,S
dataset\SigNN Character Database\S\26.jpg,S
dataset\SigNN Character Database\S\S_80.jpg,S
dataset\SigNN Character Database\S\S_811.jpg,S
dataset\SigNN Character Database\S\S_381.jpg,S
dataset\SigNN Character Database\S\19.jpg,S
dataset\SigNN Character Database\S\S_1312.jpg,S
dataset\SigNN Character Database\S\S_403.jpg,S
dataset\SigNN Character Database\S\S_1154.jpg,S
dataset\SigNN Character Database\S\S_189.jpg,S
dataset\SigNN Character Database\S\S_113.jpg,S
dataset\SigNN Character Database\S\S_1394.jpg,S
dataset\SigNN Character Database\S\S_556.jpg,S
dataset\SigNN Character Database\S\S_569.jpg,S
dataset\SigNN Character Database\S\S_1483.jpg,S
dataset\SigNN Character Database\S\S_1186.jpg,S
dataset\SigNN Character Database\S\16.jpg,S
dataset\SigNN Character Database\S\S_1379.jpg,S
dataset\SigNN Character Database\S\307.jpg,S
dataset\SigNN Character Database\S\S_232.jpg,S
dataset\SigNN Character Database\S\S_749.jpg,S
dataset\SigNN Character Database\S\S_688.jpg,S
dataset\SigNN Character Database\S\S_842.jpg,S
dataset\SigNN Character Database\S\S_706.jpg,S
dataset\SigNN Character Database\S\S_1262.jpg,S
dataset\SigNN Character Database\S\S_567.jpg,S
dataset\SigNN Character Database\S\54.jpg,S
dataset\SigNN Character Database\S\S_1419.jpg,S
dataset\SigNN Character Database\S\S_1080.jpg,S
dataset\SigNN Character Database\S\52.jpg,S
dataset\SigNN Character Database\S\S_1275.jpg,S
dataset\SigNN Character Database\S\5.jpg,S
dataset\SigNN Character Database\S\301.jpg,S
dataset\SigNN Character Database\S\S_134.jpg,S
dataset\SigNN Character Database\S\S_815.jpg,S
dataset\SigNN Character Database\S\S_1283.jpg,S
dataset\SigNN Character Database\S\256.jpg,S
dataset\SigNN Character Database\S\S_483.jpg,S
dataset\SigNN Character Database\S\27.jpg,S
dataset\SigNN Character Database\S\S_1475.jpg,S
dataset\SigNN Character Database\S\S_521.jpg,S
dataset\SigNN Character Database\S\S_86.jpg,S
dataset\SigNN Character Database\S\S_994.jpg,S
dataset\SigNN Character Database\S\S_197.jpg,S
dataset\SigNN Character Database\S\281.jpg,S
dataset\SigNN Character Database\S\125.jpg,S
dataset\SigNN Character Database\S\S_580.jpg,S
dataset\SigNN Character Database\S\S_261.jpg,S
dataset\SigNN Character Database\S\S_635.jpg,S
dataset\SigNN Character Database\S\S_720.jpg,S
dataset\SigNN Character Database\S\S_1455.jpg,S
dataset\SigNN Character Database\S\S_332.jpg,S
dataset\SigNN Character Database\S\S_108.jpg,S
dataset\SigNN Character Database\S\S_692.jpg,S
dataset\SigNN Character Database\S\60.jpg,S
dataset\SigNN Character Database\S\S_1145.jpg,S
dataset\SigNN Character Database\S\S_736.jpg,S
dataset\SigNN Character Database\S\S_1005.jpg,S
dataset\SigNN Character Database\S\S_723.jpg,S
dataset\SigNN Character Database\S\198.jpg,S
dataset\SigNN Character Database\S\S_200.jpg,S
dataset\SigNN Character Database\S\S_254.jpg,S
dataset\SigNN Character Database\S\S_841.jpg,S
dataset\SigNN Character Database\S\S_1147.jpg,S
dataset\SigNN Character Database\S\S_243.jpg,S
dataset\SigNN Character Database\S\S_1173.jpg,S
dataset\SigNN Character Database\S\251.jpg,S
dataset\SigNN Character Database\S\S_287.jpg,S
dataset\SigNN Character Database\S\S_92.jpg,S
dataset\SigNN Character Database\S\107.jpg,S
dataset\SigNN Character Database\S\48.jpg,S
dataset\SigNN Character Database\S\S_962.jpg,S
dataset\SigNN Character Database\S\S_105.jpg,S
dataset\SigNN Character Database\S\S_1333.jpg,S
dataset\SigNN Character Database\S\S_767.jpg,S
dataset\SigNN Character Database\S\S_827.jpg,S
dataset\SigNN Character Database\S\S_1320.jpg,S
dataset\SigNN Character Database\S\S_1021.jpg,S
dataset\SigNN Character Database\S\S_538.jpg,S
dataset\SigNN Character Database\S\S_1496.jpg,S
dataset\SigNN Character Database\S\S_157.jpg,S
dataset\SigNN Character Database\S\S_55.jpg,S
dataset\SigNN Character Database\S\S_91.jpg,S
dataset\SigNN Character Database\S\S_263.jpg,S
dataset\SigNN Character Database\S\51.jpg,S
dataset\SigNN Character Database\S\S_977.jpg,S
dataset\SigNN Character Database\S\S_1196.jpg,S
dataset\SigNN Character Database\S\109.jpg,S
dataset\SigNN Character Database\S\S_660.jpg,S
dataset\SigNN Character Database\S\S_636.jpg,S
dataset\SigNN Character Database\S\S_776.jpg,S
dataset\SigNN Character Database\S\S_171.jpg,S
dataset\SigNN Character Database\S\S_738.jpg,S
dataset\SigNN Character Database\S\S_369.jpg,S
dataset\SigNN Character Database\S\49.jpg,S
dataset\SigNN Character Database\S\S_1396.jpg,S
dataset\SigNN Character Database\S\S_759.jpg,S
dataset\SigNN Character Database\S\S_319.jpg,S
dataset\SigNN Character Database\S\S_684.jpg,S
dataset\SigNN Character Database\S\S_1089.jpg,S
dataset\SigNN Character Database\S\293.jpg,S
dataset\SigNN Character Database\S\S_249.jpg,S
dataset\SigNN Character Database\S\S_878.jpg,S
dataset\SigNN Character Database\S\274.jpg,S
dataset\SigNN Character Database\S\S_740.jpg,S
dataset\SigNN Character Database\S\S_566.jpg,S
dataset\SigNN Character Database\S\S_343.jpg,S
dataset\SigNN Character Database\S\S_350.jpg,S
dataset\SigNN Character Database\S\S_1104.jpg,S
dataset\SigNN Character Database\S\S_658.jpg,S
dataset\SigNN Character Database\S\S_619.jpg,S
dataset\SigNN Character Database\S\S_1221.jpg,S
dataset\SigNN Character Database\S\S_533.jpg,S
dataset\SigNN Character Database\S\S_330.jpg,S
dataset\SigNN Character Database\S\S_1463.jpg,S
dataset\SigNN Character Database\S\S_511.jpg,S
dataset\SigNN Character Database\S\S_1040.jpg,S
dataset\SigNN Character Database\S\S_855.jpg,S
dataset\SigNN Character Database\S\S_291.jpg,S
dataset\SigNN Character Database\S\S_964.jpg,S
dataset\SigNN Character Database\S\S_154.jpg,S
dataset\SigNN Character Database\S\224.jpg,S
dataset\SigNN Character Database\S\S_1208.jpg,S
dataset\SigNN Character Database\S\S_895.jpg,S
dataset\SigNN Character Database\S\S_735.jpg,S
dataset\SigNN Character Database\S\S_908.jpg,S
dataset\SigNN Character Database\S\S_218.jpg,S
dataset\SigNN Character Database\S\S_277.jpg,S
dataset\SigNN Character Database\S\S_791.jpg,S
dataset\SigNN Character Database\S\15.jpg,S
dataset\SigNN Character Database\S\S_510.jpg,S
dataset\SigNN Character Database\S\S_1260.jpg,S
dataset\SigNN Character Database\S\S_545.jpg,S
dataset\SigNN Character Database\S\S_220.jpg,S
dataset\SigNN Character Database\S\S_373.jpg,S
dataset\SigNN Character Database\S\S_756.jpg,S
dataset\SigNN Character Database\S\S_794.jpg,S
dataset\SigNN Character Database\S\S_1405.jpg,S
dataset\SigNN Character Database\S\S_178.jpg,S
dataset\SigNN Character Database\S\157.jpg,S
dataset\SigNN Character Database\S\S_785.jpg,S
dataset\SigNN Character Database\S\S_1055.jpg,S
dataset\SigNN Character Database\S\50.jpg,S
dataset\SigNN Character Database\S\S_866.jpg,S
dataset\SigNN Character Database\S\S_184.jpg,S
dataset\SigNN Character Database\S\S_437.jpg,S
dataset\SigNN Character Database\S\S_865.jpg,S
dataset\SigNN Character Database\S\S_506.jpg,S
dataset\SigNN Character Database\S\S_49.jpg,S
dataset\SigNN Character Database\S\S_145.jpg,S
dataset\SigNN Character Database\S\S_371.jpg,S
dataset\SigNN Character Database\S\114.jpg,S
dataset\SigNN Character Database\S\152.jpg,S
dataset\SigNN Character Database\S\S_253.jpg,S
dataset\SigNN Character Database\S\S_747.jpg,S
dataset\SigNN Character Database\S\244.jpg,S
dataset\SigNN Character Database\S\S_94.jpg,S
dataset\SigNN Character Database\S\226.jpg,S
dataset\SigNN Character Database\S\S_67.jpg,S
dataset\SigNN Character Database\S\S_1391.jpg,S
dataset\SigNN Character Database\S\S_111.jpg,S
dataset\SigNN Character Database\S\S_1026.jpg,S
dataset\SigNN Character Database\S\S_693.jpg,S
dataset\SigNN Character Database\S\S_1183.jpg,S
dataset\SigNN Character Database\S\S_1072.jpg,S
dataset\SigNN Character Database\S\S_1420.jpg,S
dataset\SigNN Character Database\S\187.jpg,S
dataset\SigNN Character Database\S\S_659.jpg,S
dataset\SigNN Character Database\S\S_398.jpg,S
dataset\SigNN Character Database\S\S_415.jpg,S
dataset\SigNN Character Database\S\S_151.jpg,S
dataset\SigNN Character Database\S\S_78.jpg,S
dataset\SigNN Character Database\S\S_777.jpg,S
dataset\SigNN Character Database\S\S_1309.jpg,S
dataset\SigNN Character Database\S\S_310.jpg,S
dataset\SigNN Character Database\S\S_1264.jpg,S
dataset\SigNN Character Database\S\S_900.jpg,S
dataset\SigNN Character Database\S\S_264.jpg,S
dataset\SigNN Character Database\S\S_385.jpg,S
dataset\SigNN Character Database\S\S_726.jpg,S
dataset\SigNN Character Database\S\S_150.jpg,S
dataset\SigNN Character Database\S\S_478.jpg,S
dataset\SigNN Character Database\S\S_617.jpg,S
dataset\SigNN Character Database\S\S_1389.jpg,S
dataset\SigNN Character Database\S\S_459.jpg,S
dataset\SigNN Character Database\S\S_772.jpg,S
dataset\SigNN Character Database\S\S_508.jpg,S
dataset\SigNN Character Database\S\304.jpg,S
dataset\SigNN Character Database\S\S_198.jpg,S
dataset\SigNN Character Database\S\S_42.jpg,S
dataset\SigNN Character Database\S\S_670.jpg,S
dataset\SigNN Character Database\S\S_397.jpg,S
dataset\SigNN Character Database\S\S_541.jpg,S
dataset\SigNN Character Database\S\S_1082.jpg,S
dataset\SigNN Character Database\S\S_163.jpg,S
dataset\SigNN Character Database\S\S_1044.jpg,S
dataset\SigNN Character Database\S\S_182.jpg,S
dataset\SigNN Character Database\S\75.jpg,S
dataset\SigNN Character Database\S\S_573.jpg,S
dataset\SigNN Character Database\S\S_1301.jpg,S
dataset\SigNN Character Database\S\S_1207.jpg,S
dataset\SigNN Character Database\S\S_779.jpg,S
dataset\SigNN Character Database\S\S_477.jpg,S
dataset\SigNN Character Database\S\S_786.jpg,S
dataset\SigNN Character Database\S\S_309.jpg,S
dataset\SigNN Character Database\S\S_512.jpg,S
dataset\SigNN Character Database\S\S_82.jpg,S
dataset\SigNN Character Database\S\277.jpg,S
dataset\SigNN Character Database\S\227.jpg,S
dataset\SigNN Character Database\S\S_1225.jpg,S
dataset\SigNN Character Database\S\S_627.jpg,S
dataset\SigNN Character Database\S\S_1171.jpg,S
dataset\SigNN Character Database\S\S_1319.jpg,S
dataset\SigNN Character Database\S\S_717.jpg,S
dataset\SigNN Character Database\S\270.jpg,S
dataset\SigNN Character Database\S\S_32.jpg,S
dataset\SigNN Character Database\S\S_945.jpg,S
dataset\SigNN Character Database\S\S_1228.jpg,S
dataset\SigNN Character Database\S\S_447.jpg,S
dataset\SigNN Character Database\S\106.jpg,S
dataset\SigNN Character Database\S\S_185.jpg,S
dataset\SigNN Character Database\S\S_456.jpg,S
dataset\SigNN Character Database\S\S_417.jpg,S
dataset\SigNN Character Database\S\S_544.jpg,S
dataset\SigNN Character Database\S\S_53.jpg,S
dataset\SigNN Character Database\S\S_1138.jpg,S
dataset\SigNN Character Database\S\S_1477.jpg,S
dataset\SigNN Character Database\S\S_638.jpg,S
dataset\SigNN Character Database\S\S_282.jpg,S
dataset\SigNN Character Database\S\S_807.jpg,S
dataset\SigNN Character Database\S\S_529.jpg,S
dataset\SigNN Character Database\S\S_596.jpg,S
dataset\SigNN Character Database\S\S_206.jpg,S
dataset\SigNN Character Database\S\S_1176.jpg,S
dataset\SigNN Character Database\S\S_734.jpg,S
